attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score,risk_category
76.84,6.73,2,90.41,Higher,Medium,No,Yes,100.0,60.25,Safe
88.99,5.69,4,62.1,Higher,Medium,No,No,83.41,70.05,At-Risk
78.76,5.8,0,73.44,Secondary,High,Yes,Yes,35.53,51.37,At-Risk
52.6,3.76,2,98.54,none,Low,Yes,Yes,51.86,65.07,At-Risk
92.47,1.2,4,73.38,Secondary,Medium,Yes,Yes,90.76,42.88,At-Risk
72.87,13.92,4,67.51,none,Medium,Yes,No,15.34,56.7,At-Risk
,2.43,3,71.74,none,High,No,Yes,85.6,26.76,High-Risk
50.42,11.79,3,57.87,Secondary,Low,No,Yes,96.56,58.49,At-Risk
100.0,8.39,1,96.85,none,Low,Yes,Yes,71.37,98.26,Safe
100.0,7.24,3,100.0,none,High,No,Yes,46.34,92.08,Safe
88.15,12.15,3,76.83,Secondary,Medium,No,Yes,32.58,73.93,Safe
94.6,5.61,1,90.97,Secondary,High,Yes,No,73.72,64.92,Safe
55.54,6.81,2,58.5,Secondary,Low,No,Yes,100.0,46.36,At-Risk
68.5,1.2,0,56.47,Secondary,High,Yes,Yes,95.98,57.87,At-Risk
100.0,0.23,0,89.37,Secondary,Low,Yes,Yes,64.58,63.51,At-Risk
85.65,0.44,2,24.95,Higher,Medium,No,Yes,100.0,30.26,High-Risk
76.62,10.81,2,39.3,Primary,Low,No,Yes,90.94,52.05,At-Risk
70.33,2.25,3,35.97,Higher,Low,Yes,Yes,49.94,34.54,High-Risk
100.0,3.73,4,100.0,Secondary,Low,Yes,Yes,98.49,69.97,Safe
100.0,11.24,1,31.71,Secondary,Low,Yes,Yes,81.96,77.81,Safe
91.24,2.19,3,95.48,Secondary,Medium,Yes,Yes,98.53,66.33,At-Risk
76.66,10.54,3,100.0,Secondary,Low,No,Yes,58.47,63.73,Safe
66.08,2.31,3,13.92,Higher,High,Yes,Yes,72.43,41.37,High-Risk
92.33,12.62,0,62.0,Secondary,High,Yes,Yes,100.0,89.6,Safe
47.45,3.5,0,97.92,none,Low,No,Yes,72.93,54.34,At-Risk
52.64,0.93,2,41.19,none,Low,No,Yes,67.55,35.6,High-Risk
38.72,0.03,0,90.97,Secondary,Low,No,Yes,78.26,43.34,High-Risk
,6.82,1,78.92,Primary,Low,No,Yes,59.43,42.79,At-Risk
56.98,15.0,3,27.98,Secondary,High,No,Yes,89.13,69.35,At-Risk
85.1,6.57,4,79.22,Primary,Low,No,Yes,92.57,70.01,At-Risk
71.86,9.1,0,63.23,Primary,Low,No,Yes,100.0,73.42,Safe
100.0,1.36,1,84.9,Secondary,Low,No,Yes,68.99,48.32,At-Risk
86.05,11.45,0,100.0,Primary,Low,Yes,Yes,27.88,84.97,Safe
28.45,9.06,0,82.39,Higher,Low,Yes,Yes,87.49,54.56,At-Risk
100.0,1.7,5,100.0,Higher,Medium,No,Yes,82.61,62.81,At-Risk
65.32,5.37,2,87.39,Primary,Medium,No,Yes,87.62,62.48,At-Risk
69.98,6.78,2,65.48,Secondary,Low,No,Yes,53.7,73.42,At-Risk
58.19,0.0,0,100.0,Higher,Low,No,Yes,100.0,66.65,At-Risk
79.89,5.86,0,56.49,Higher,Low,No,Yes,67.43,71.75,At-Risk
79.56,2.61,3,90.06,Secondary,Low,No,Yes,61.65,60.84,At-Risk
58.86,7.13,2,90.89,Higher,High,Yes,Yes,73.73,55.5,At-Risk
62.3,6.11,3,78.19,Secondary,High,Yes,Yes,78.58,54.38,At-Risk
77.53,11.2,0,100.0,Secondary,Medium,No,Yes,39.05,86.98,Safe
16.43,3.01,3,95.84,Secondary,Medium,Yes,Yes,88.96,27.73,High-Risk
38.96,5.85,0,88.72,Secondary,Low,No,Yes,74.05,58.48,At-Risk
100.0,7.64,2,63.7,Secondary,Low,No,Yes,83.69,79.68,Safe
83.2,7.89,0,100.0,Primary,Low,No,Yes,99.1,92.61,Safe
61.88,3.92,1,78.97,Primary,High,Yes,Yes,79.92,67.7,At-Risk
32.6,8.57,3,100.0,Higher,Medium,Yes,Yes,81.19,64.12,At-Risk
73.59,11.07,1,59.26,Higher,Low,Yes,Yes,69.82,75.4,At-Risk
99.63,6.85,1,75.08,Higher,Low,Yes,Yes,75.1,67.81,Safe
100.0,8.87,0,100.0,Higher,High,Yes,Yes,48.9,88.33,Safe
100.0,4.39,0,57.87,Higher,Low,No,Yes,43.94,74.79,At-Risk
52.83,2.05,1,66.29,Secondary,High,Yes,Yes,88.6,44.31,High-Risk
62.61,13.8,2,50.18,Secondary,High,No,Yes,58.43,65.28,At-Risk
38.21,11.14,0,100.0,Higher,Medium,Yes,Yes,36.75,58.45,At-Risk
53.96,4.15,2,58.6,Secondary,Low,Yes,Yes,100.0,68.22,At-Risk
69.68,5.97,1,63.4,Secondary,High,Yes,Yes,58.3,46.85,At-Risk
65.82,2.65,0,49.57,Higher,Low,No,Yes,42.72,50.25,High-Risk
100.0,10.53,3,80.92,Secondary,Low,Yes,Yes,72.41,89.41,Safe
42.12,,2,58.16,Secondary,Low,Yes,No,79.07,62.73,High-Risk
73.87,9.58,0,38.48,Higher,Low,No,No,42.61,46.16,At-Risk
23.41,10.75,1,20.18,Higher,High,Yes,Yes,42.56,33.69,High-Risk
83.27,5.4,3,63.64,Higher,Medium,No,Yes,66.55,42.47,At-Risk
41.46,0.36,0,100.0,Higher,Medium,Yes,Yes,100.0,61.42,High-Risk
100.0,5.25,0,96.48,none,Low,No,Yes,100.0,95.18,Safe
67.72,7.95,0,74.53,Secondary,Low,No,Yes,78.31,62.3,Safe
39.95,1.95,1,70.56,Higher,Low,Yes,Yes,54.22,51.03,High-Risk
22.43,4.62,3,69.28,Higher,High,No,Yes,77.81,39.67,High-Risk
50.53,0.54,2,100.0,Secondary,Low,No,No,64.7,45.9,High-Risk
80.98,7.2,3,93.77,Secondary,Low,Yes,Yes,57.97,52.09,At-Risk
85.54,8.39,0,45.21,Primary,Low,No,Yes,68.19,70.66,At-Risk
62.54,7.26,0,74.66,Secondary,Medium,Yes,Yes,100.0,81.99,At-Risk
98.14,6.39,3,53.86,Secondary,Medium,No,Yes,84.22,66.0,At-Risk
46.61,8.11,0,57.02,Secondary,Medium,No,Yes,68.4,55.53,At-Risk
10.0,8.37,2,87.68,Secondary,Low,Yes,Yes,99.8,63.52,At-Risk
82.06,3.56,3,58.15,Secondary,Low,No,Yes,100.0,57.17,At-Risk
100.0,6.83,2,79.45,Secondary,High,No,Yes,41.62,75.64,At-Risk
100.0,4.27,2,89.36,Higher,Medium,Yes,Yes,27.34,65.73,At-Risk
42.5,0.34,1,51.19,Secondary,Medium,No,No,72.4,51.42,High-Risk
61.38,9.8,2,85.76,Secondary,Low,Yes,Yes,48.19,76.78,At-Risk
93.1,4.73,3,72.67,Higher,Low,Yes,Yes,100.0,79.09,At-Risk
59.32,7.31,0,86.4,Secondary,Medium,Yes,Yes,75.35,56.92,At-Risk
77.63,10.77,2,49.36,Secondary,High,Yes,Yes,74.2,77.16,At-Risk
57.09,5.75,5,87.25,Primary,Low,No,Yes,74.41,56.51,At-Risk
47.77,7.14,3,92.72,Higher,Low,Yes,Yes,75.24,43.19,At-Risk
52.59,5.61,5,96.11,Higher,Low,No,Yes,100.0,75.57,At-Risk
98.89,0.0,5,73.22,Higher,High,No,Yes,73.5,50.7,At-Risk
75.34,7.01,0,66.65,Secondary,Low,Yes,Yes,53.61,60.47,At-Risk
100.0,2.62,1,78.19,Secondary,Low,No,Yes,84.04,67.93,At-Risk
88.01,5.34,1,100.0,Secondary,Low,Yes,Yes,61.72,64.94,At-Risk
100.0,1.05,3,86.56,Primary,High,Yes,Yes,37.17,54.98,At-Risk
95.45,2.59,1,66.14,Secondary,High,Yes,No,79.8,56.22,At-Risk
93.98,1.22,4,48.8,Secondary,High,No,Yes,64.9,43.44,High-Risk
71.99,2.95,3,63.23,Higher,Medium,Yes,Yes,34.48,45.59,High-Risk
100.0,5.16,5,88.52,Higher,Medium,No,Yes,69.23,57.16,At-Risk
77.82,6.73,3,78.43,Secondary,Low,No,Yes,86.67,60.34,At-Risk
25.66,7.63,3,88.09,Secondary,Low,No,Yes,100.0,57.25,At-Risk
81.7,7.08,2,100.0,Secondary,High,No,Yes,69.35,81.77,Safe
50.44,10.09,0,39.69,Primary,High,Yes,Yes,87.04,54.53,At-Risk
100.0,0.59,3,95.98,Primary,Medium,No,Yes,100.0,76.17,At-Risk
93.15,6.84,0,55.96,Secondary,High,Yes,Yes,30.16,62.13,At-Risk
70.21,0.0,1,78.59,Secondary,Low,No,Yes,50.96,56.32,High-Risk
52.8,3.41,2,74.22,Higher,Medium,Yes,No,75.48,59.74,High-Risk
78.66,0.0,4,100.0,Primary,Low,No,Yes,52.36,46.38,High-Risk
58.97,10.26,0,54.94,Higher,Medium,Yes,Yes,100.0,72.81,At-Risk
94.7,12.72,4,46.8,Secondary,Medium,Yes,Yes,48.51,59.03,At-Risk
88.9,5.8,4,100.0,Secondary,Low,No,Yes,54.04,55.23,At-Risk
100.0,3.43,0,77.44,Primary,Medium,Yes,Yes,67.77,55.59,Safe
63.87,4.69,0,42.83,Higher,High,No,Yes,76.73,46.84,High-Risk
67.41,2.73,4,91.03,Secondary,Medium,Yes,Yes,56.5,44.23,High-Risk
71.13,7.71,5,91.25,Secondary,Low,No,Yes,55.02,66.21,At-Risk
72.23,0.0,4,67.97,Secondary,Low,No,Yes,100.0,35.27,High-Risk
100.0,9.75,0,87.33,Primary,Low,No,Yes,65.52,82.58,Safe
68.09,0.0,1,54.63,Higher,Low,No,Yes,69.81,29.3,High-Risk
100.0,0.0,2,36.55,Higher,Low,Yes,Yes,52.9,44.92,High-Risk
89.56,1.24,0,50.73,Higher,Low,No,Yes,71.01,72.3,At-Risk
62.86,3.68,4,100.0,Secondary,Low,No,Yes,78.31,64.39,At-Risk
56.47,7.92,2,99.13,Secondary,Low,No,No,94.85,80.13,Safe
100.0,10.34,3,100.0,Primary,High,No,Yes,100.0,98.11,Safe
75.71,11.12,3,96.0,Higher,Low,No,Yes,45.13,78.72,Safe
75.23,4.2,0,100.0,Primary,Low,Yes,Yes,83.43,82.44,At-Risk
60.04,9.62,1,99.48,Higher,High,Yes,Yes,52.19,74.34,At-Risk
73.46,10.48,0,40.74,Higher,Low,No,Yes,100.0,63.75,Safe
59.03,10.31,4,46.11,none,Medium,Yes,Yes,17.27,52.9,High-Risk
100.0,0.0,2,47.25,Primary,Low,No,Yes,48.23,50.15,High-Risk
92.93,1.96,1,56.16,none,Low,Yes,Yes,81.3,59.53,At-Risk
70.63,4.87,0,83.91,Secondary,Medium,Yes,Yes,50.35,41.63,At-Risk
70.26,13.38,1,51.51,Primary,Medium,Yes,Yes,77.9,89.11,Safe
77.3,7.78,0,48.58,Higher,Medium,Yes,Yes,97.75,76.15,At-Risk
74.86,4.17,3,66.53,Primary,Low,Yes,Yes,100.0,81.1,At-Risk
51.08,3.78,2,100.0,Secondary,Low,Yes,Yes,100.0,64.9,At-Risk
27.48,3.91,0,75.07,Primary,Low,No,Yes,100.0,71.23,High-Risk
55.06,2.54,3,55.79,Secondary,Medium,Yes,Yes,71.6,50.01,High-Risk
71.79,9.05,3,34.67,Secondary,Medium,Yes,Yes,100.0,59.54,At-Risk
56.55,8.93,0,98.62,Secondary,High,No,Yes,100.0,78.32,Safe
95.48,1.54,2,90.09,Secondary,Low,Yes,Yes,33.14,57.97,At-Risk
69.27,0.0,0,54.62,Primary,High,No,Yes,81.35,40.13,High-Risk
100.0,4.01,4,100.0,Higher,Low,No,Yes,63.98,64.82,At-Risk
60.96,3.23,4,81.46,Secondary,Low,No,Yes,41.26,49.25,High-Risk
78.52,6.96,1,64.12,Secondary,Low,No,Yes,96.4,67.73,At-Risk
67.78,12.64,4,89.27,Secondary,Medium,No,Yes,100.0,81.21,Safe
85.99,2.6,1,100.0,Primary,Medium,Yes,Yes,20.0,68.34,At-Risk
100.0,8.86,4,71.98,Secondary,Medium,Yes,Yes,80.6,60.7,Safe
90.21,8.77,0,48.17,none,Low,Yes,Yes,61.52,86.09,At-Risk
24.23,0.0,3,50.97,Primary,Low,No,Yes,100.0,40.53,High-Risk
87.5,3.39,1,89.27,Primary,High,Yes,Yes,69.36,92.86,At-Risk
49.73,1.48,2,84.84,Secondary,Medium,No,Yes,71.45,52.27,High-Risk
67.26,9.15,5,73.15,none,Low,Yes,Yes,100.0,70.29,At-Risk
92.23,4.55,2,78.86,Secondary,High,Yes,Yes,88.14,61.97,At-Risk
47.01,5.5,1,100.0,Higher,Low,No,Yes,79.25,70.81,At-Risk
100.0,4.49,2,84.21,Higher,Medium,Yes,Yes,66.21,64.39,At-Risk
66.17,7.27,3,41.22,Secondary,Low,No,Yes,65.85,57.85,High-Risk
100.0,2.97,0,87.59,Secondary,Medium,Yes,Yes,30.15,75.04,At-Risk
76.72,3.96,2,96.81,Higher,Low,Yes,Yes,79.78,75.68,At-Risk
100.0,2.7,0,100.0,Secondary,Medium,No,Yes,49.27,66.24,Safe
100.0,2.4,1,28.06,Secondary,Low,No,Yes,94.53,67.95,At-Risk
59.72,4.64,1,51.17,Higher,Low,No,Yes,100.0,57.13,At-Risk
42.46,7.05,0,51.44,Primary,Low,Yes,Yes,100.0,63.87,At-Risk
77.84,0.0,0,99.98,Higher,Low,Yes,Yes,72.36,59.87,At-Risk
60.43,8.64,4,64.49,Higher,Medium,No,Yes,69.85,48.47,At-Risk
100.0,0.0,2,92.48,Secondary,Low,Yes,Yes,48.4,52.67,At-Risk
68.83,5.43,4,80.22,Secondary,High,Yes,Yes,100.0,67.42,At-Risk
67.49,10.31,3,100.0,Secondary,Medium,Yes,Yes,75.99,64.55,Safe
40.1,11.54,2,86.17,Secondary,Low,Yes,Yes,76.59,84.52,At-Risk
85.48,8.29,2,60.55,Primary,Low,No,No,94.23,58.57,Safe
45.64,0.0,3,80.64,Secondary,Low,Yes,No,84.08,56.58,High-Risk
86.06,5.22,3,100.0,Secondary,Low,Yes,Yes,78.08,79.31,At-Risk
89.5,13.63,3,66.89,Higher,Low,Yes,Yes,100.0,80.42,Safe
56.26,11.32,3,72.72,Secondary,High,Yes,Yes,94.7,92.02,At-Risk
98.91,5.58,1,70.42,Secondary,Low,No,Yes,79.58,75.25,At-Risk
68.13,11.06,3,46.81,none,Medium,Yes,Yes,100.0,68.32,At-Risk
38.22,5.28,1,100.0,Higher,Low,No,Yes,59.4,55.91,At-Risk
100.0,8.37,3,66.03,Secondary,High,No,Yes,100.0,96.62,Safe
51.91,0.89,5,71.75,Higher,High,Yes,Yes,37.89,38.36,High-Risk
87.68,0.0,4,74.34,Secondary,Low,No,Yes,78.55,41.77,High-Risk
85.64,2.66,5,100.0,Secondary,Medium,No,Yes,99.52,57.49,At-Risk
84.73,6.81,2,20.27,Secondary,Medium,No,Yes,72.27,42.16,At-Risk
84.3,1.82,5,54.91,Secondary,Medium,Yes,Yes,94.58,54.73,High-Risk
50.75,4.03,2,100.0,Secondary,Medium,Yes,Yes,93.1,59.82,At-Risk
100.0,0.0,0,52.42,Higher,Low,No,Yes,99.12,74.54,At-Risk
98.91,1.43,5,82.29,Secondary,Low,Yes,Yes,100.0,67.97,At-Risk
86.88,0.0,0,78.68,none,High,Yes,Yes,50.92,57.78,At-Risk
41.68,2.32,3,49.78,Secondary,Low,No,Yes,68.36,31.91,High-Risk
50.54,0.0,1,94.08,Higher,Low,No,Yes,68.21,56.18,High-Risk
91.44,4.04,0,94.18,Higher,Low,Yes,Yes,91.37,85.01,Safe
24.91,6.15,1,88.51,Higher,Low,No,Yes,78.71,55.49,At-Risk
83.47,7.16,2,75.32,Secondary,High,No,Yes,100.0,66.46,Safe
41.72,10.59,4,89.06,Higher,Low,Yes,Yes,79.67,55.38,At-Risk
53.3,1.9,3,98.15,Secondary,Medium,No,Yes,62.71,54.95,High-Risk
39.72,1.91,1,63.8,Primary,High,No,Yes,34.12,38.61,High-Risk
81.15,2.54,1,54.51,Primary,Medium,Yes,Yes,100.0,54.23,At-Risk
100.0,7.96,5,49.12,none,High,Yes,Yes,65.71,61.42,At-Risk
83.7,7.07,2,100.0,none,High,No,Yes,59.25,71.35,Safe
86.45,4.17,1,51.59,Higher,Low,Yes,Yes,100.0,50.18,At-Risk
79.2,12.36,1,36.21,Secondary,Low,Yes,Yes,100.0,78.77,Safe
92.07,5.55,2,100.0,Secondary,High,Yes,Yes,68.67,68.49,Safe
86.68,4.06,5,49.44,none,High,No,Yes,91.25,48.11,High-Risk
10.0,4.41,3,80.61,Secondary,Medium,Yes,Yes,100.0,53.24,High-Risk
97.66,5.39,1,61.88,Higher,Medium,Yes,Yes,98.83,90.75,Safe
95.03,3.28,1,62.54,Higher,High,Yes,Yes,85.27,69.05,At-Risk
65.94,0.0,2,100.0,Secondary,High,Yes,Yes,77.73,61.3,At-Risk
25.64,7.67,4,58.56,Secondary,High,Yes,No,57.98,40.39,High-Risk
81.06,8.79,1,67.15,Higher,Low,No,Yes,30.4,72.46,At-Risk
83.17,11.22,3,83.72,Secondary,Low,No,Yes,100.0,69.86,Safe
63.99,5.83,3,44.3,Higher,High,Yes,Yes,77.68,65.85,High-Risk
79.67,0.0,3,76.7,Higher,Low,Yes,Yes,65.42,45.79,High-Risk
100.0,8.01,0,81.88,Secondary,High,No,Yes,74.42,84.59,Safe
100.0,0.0,3,1.09,none,Low,Yes,Yes,88.99,35.26,High-Risk
78.67,9.93,5,89.47,Higher,Low,No,Yes,75.98,74.59,Safe
83.35,10.19,4,100.0,Higher,Medium,No,Yes,69.3,92.22,Safe
54.41,0.0,5,83.16,none,Medium,No,Yes,65.31,36.75,High-Risk
62.47,8.95,2,58.92,Higher,Low,No,Yes,100.0,66.81,At-Risk
71.6,5.25,0,56.82,Secondary,Low,Yes,Yes,91.61,63.21,At-Risk
100.0,1.06,5,100.0,Higher,Low,No,Yes,50.59,62.16,At-Risk
95.47,7.21,2,100.0,none,High,Yes,Yes,79.38,90.99,Safe
100.0,2.74,5,90.2,Higher,High,No,Yes,82.59,61.77,At-Risk
37.74,0.0,4,100.0,Higher,Low,No,Yes,90.56,40.42,High-Risk
41.91,10.97,2,100.0,Secondary,Low,Yes,Yes,81.44,79.25,At-Risk
100.0,7.48,2,100.0,Higher,Low,Yes,Yes,79.17,100.0,Safe
100.0,8.86,0,100.0,Higher,High,Yes,No,95.71,96.5,Safe
75.83,12.57,0,81.03,Higher,Low,Yes,Yes,100.0,83.78,Safe
10.0,7.09,4,17.91,Secondary,Medium,Yes,Yes,67.7,40.96,High-Risk
56.41,9.61,3,87.01,Higher,Low,Yes,Yes,69.59,63.77,At-Risk
83.39,9.52,0,100.0,Secondary,Low,No,Yes,26.06,79.99,Safe
52.51,4.15,1,54.98,Secondary,Low,No,Yes,100.0,59.71,High-Risk
79.63,4.61,2,76.96,Secondary,Medium,Yes,Yes,77.82,61.62,At-Risk
100.0,6.05,4,55.19,Higher,Medium,No,Yes,87.74,70.22,At-Risk
100.0,10.16,2,40.05,Secondary,Low,No,Yes,53.36,65.06,At-Risk
95.22,4.73,2,26.46,Primary,High,Yes,Yes,93.64,59.46,At-Risk
73.39,0.91,3,83.08,Higher,Medium,No,Yes,59.57,53.03,High-Risk
62.63,8.11,0,84.65,Secondary,Low,Yes,Yes,44.57,70.57,At-Risk
93.94,12.02,3,55.03,Secondary,Low,No,Yes,50.26,58.0,At-Risk
75.63,7.17,3,100.0,Secondary,High,No,Yes,68.13,72.42,At-Risk
76.49,1.41,0,4.05,Secondary,Medium,Yes,Yes,82.05,38.75,High-Risk
36.22,14.03,0,100.0,Secondary,Low,No,Yes,93.82,82.13,Safe
57.14,8.32,2,95.21,Primary,Medium,No,Yes,100.0,65.86,At-Risk
93.8,4.78,3,40.12,Higher,High,No,Yes,100.0,53.11,At-Risk
47.47,8.13,3,63.79,Secondary,Low,Yes,Yes,44.43,62.1,High-Risk
81.64,4.63,1,54.69,Secondary,High,Yes,Yes,95.03,67.95,At-Risk
85.31,0.0,2,76.74,Secondary,Medium,Yes,Yes,30.42,71.92,High-Risk
86.77,9.01,2,68.33,Secondary,Low,Yes,Yes,93.75,76.4,Safe
89.01,9.86,2,60.87,Secondary,Medium,Yes,Yes,100.0,83.26,Safe
90.69,11.43,0,46.52,Primary,Low,No,Yes,65.01,77.35,Safe
59.41,5.66,1,100.0,Secondary,Low,Yes,No,58.6,67.91,At-Risk
38.31,8.38,2,24.44,Secondary,Low,No,Yes,62.28,32.86,High-Risk
53.16,6.61,1,100.0,Secondary,Medium,Yes,No,89.63,73.5,At-Risk
93.25,12.47,1,47.65,Higher,Low,Yes,Yes,43.82,66.64,At-Risk
44.98,5.08,4,74.03,Higher,Low,Yes,Yes,32.45,12.99,High-Risk
48.98,5.24,3,25.03,Higher,Medium,Yes,Yes,55.43,31.56,High-Risk
48.85,4.16,3,100.0,Secondary,Medium,Yes,Yes,54.66,45.13,High-Risk
28.85,6.14,2,93.59,Secondary,High,No,Yes,89.84,74.72,At-Risk
46.32,9.41,0,72.03,Higher,Medium,Yes,Yes,95.72,67.04,At-Risk
100.0,13.02,0,71.85,Secondary,Low,No,Yes,73.44,73.69,Safe
57.08,5.11,5,99.74,Secondary,High,No,Yes,54.24,35.4,At-Risk
31.28,4.34,0,100.0,Primary,Low,Yes,Yes,60.18,41.42,High-Risk
62.21,0.0,0,54.29,Higher,Low,No,Yes,47.95,35.84,High-Risk
87.76,5.02,2,71.79,Secondary,High,No,Yes,43.04,65.61,At-Risk
29.23,1.13,2,100.0,Higher,Medium,No,Yes,47.08,64.67,High-Risk
98.83,15.0,3,67.73,Higher,Medium,No,Yes,100.0,62.66,Safe
38.98,6.69,0,91.39,Secondary,High,No,Yes,84.92,73.62,At-Risk
65.11,0.15,2,71.26,Secondary,Medium,Yes,No,100.0,46.53,High-Risk
64.79,5.23,1,69.45,Secondary,Low,No,Yes,43.11,55.04,High-Risk
60.96,7.99,1,48.11,Secondary,Low,No,Yes,57.0,71.61,At-Risk
73.38,10.53,4,100.0,Higher,Low,Yes,No,86.56,92.43,Safe
94.46,7.18,2,96.22,Higher,Medium,No,Yes,53.46,62.88,Safe
73.98,10.61,2,32.92,Higher,Low,Yes,No,93.86,69.28,At-Risk
59.86,7.06,2,100.0,Higher,Low,No,Yes,95.38,78.23,Safe
86.43,3.93,3,100.0,Secondary,Medium,Yes,Yes,60.07,65.43,At-Risk
80.18,0.58,1,59.64,Secondary,Low,Yes,Yes,61.73,47.54,High-Risk
58.26,1.17,2,92.37,Secondary,High,Yes,Yes,44.29,50.76,High-Risk
76.06,5.82,5,72.18,Secondary,Medium,No,Yes,74.45,81.03,At-Risk
56.19,6.1,2,43.92,Primary,Low,Yes,No,39.25,46.89,High-Risk
53.36,0.0,2,59.98,Secondary,Low,No,Yes,84.11,31.62,High-Risk
95.15,0.0,0,44.81,Secondary,High,Yes,Yes,89.75,53.42,At-Risk
86.17,7.12,1,78.56,Higher,Low,No,No,91.48,67.98,Safe
94.26,3.36,3,88.03,Secondary,High,Yes,Yes,36.3,69.0,At-Risk
90.88,5.16,0,81.93,none,Low,No,Yes,100.0,82.66,Safe
52.82,5.2,0,76.61,Higher,High,Yes,No,86.83,66.81,At-Risk
100.0,0.8,2,75.06,Higher,Low,No,Yes,57.54,41.73,At-Risk
67.56,3.94,1,55.01,Primary,Low,No,Yes,97.0,48.17,At-Risk
98.23,7.17,1,33.69,Higher,Medium,No,Yes,79.45,71.15,At-Risk
71.87,7.68,0,60.28,Secondary,Low,No,No,86.71,67.48,At-Risk
82.83,6.97,3,79.56,Higher,High,Yes,Yes,39.07,48.32,At-Risk
83.58,12.4,4,81.09,Secondary,High,No,Yes,82.75,86.25,Safe
95.33,12.43,3,81.18,Secondary,Low,No,Yes,54.98,90.82,Safe
34.14,6.04,2,94.37,Primary,Medium,Yes,No,82.69,64.22,At-Risk
35.59,2.83,2,100.0,Higher,Low,Yes,Yes,61.0,68.57,High-Risk
91.79,10.47,5,88.81,Secondary,Low,Yes,Yes,77.84,61.56,Safe
83.91,2.32,1,67.25,Higher,High,Yes,Yes,87.41,67.83,At-Risk
55.61,2.76,0,39.47,Secondary,Medium,No,Yes,68.42,43.42,High-Risk
84.11,4.35,0,100.0,Secondary,Medium,No,Yes,49.14,69.07,At-Risk
39.8,10.3,3,87.91,Primary,Low,No,Yes,81.98,55.66,At-Risk
100.0,3.59,3,88.09,Primary,Low,No,Yes,52.99,58.99,At-Risk
100.0,12.25,2,100.0,Secondary,Low,Yes,Yes,66.13,84.52,Safe
90.56,12.93,1,48.6,Secondary,Medium,Yes,Yes,82.34,85.22,Safe
76.89,0.0,0,76.6,Primary,Medium,No,Yes,73.55,68.61,At-Risk
59.53,2.14,0,91.69,Secondary,Medium,Yes,Yes,85.64,50.43,At-Risk
42.25,9.91,4,14.96,Higher,High,No,Yes,99.14,43.9,High-Risk
72.15,5.18,2,71.91,Higher,High,No,Yes,84.01,78.49,At-Risk
53.51,10.32,3,61.33,none,High,No,Yes,64.13,58.34,At-Risk
54.96,0.81,0,91.89,Higher,Low,No,Yes,80.69,43.67,At-Risk
39.58,2.91,3,100.0,Secondary,Low,No,Yes,50.38,56.87,High-Risk
81.24,10.19,3,67.75,Higher,Low,No,Yes,58.41,82.48,At-Risk
65.58,3.37,1,97.46,none,Low,Yes,Yes,83.65,73.51,At-Risk
88.38,1.75,3,81.59,Higher,High,Yes,Yes,66.19,52.69,At-Risk
86.43,4.29,0,40.49,Primary,Low,Yes,Yes,30.92,39.2,At-Risk
80.74,11.75,2,88.72,none,Medium,No,Yes,100.0,88.78,Safe
,7.95,2,77.79,Secondary,High,Yes,Yes,83.36,60.72,At-Risk
95.59,4.35,1,13.84,Higher,High,Yes,Yes,66.33,66.03,High-Risk
43.49,2.01,3,43.97,Primary,Medium,No,Yes,81.11,31.79,High-Risk
86.47,3.54,0,94.43,Secondary,Low,No,Yes,74.18,73.07,At-Risk
73.65,4.35,5,100.0,Secondary,High,No,Yes,50.91,60.95,At-Risk
41.46,10.05,0,100.0,Secondary,Low,Yes,Yes,54.95,71.85,At-Risk
39.46,2.42,3,85.02,Higher,Low,Yes,Yes,89.78,59.0,High-Risk
86.33,1.84,2,81.57,Secondary,Medium,Yes,Yes,89.14,64.87,At-Risk
92.44,7.39,4,70.98,Secondary,Low,Yes,Yes,100.0,65.44,Safe
48.84,13.16,1,82.97,Secondary,Low,No,Yes,35.86,73.83,At-Risk
99.25,8.22,0,65.93,none,Low,No,Yes,82.14,77.05,Safe
82.12,8.39,0,89.78,none,Medium,No,Yes,70.48,94.63,Safe
100.0,7.21,0,75.26,Secondary,Low,No,Yes,79.95,64.48,Safe
100.0,10.11,3,93.54,none,Low,Yes,Yes,84.75,69.9,Safe
71.04,0.8,3,93.18,Secondary,High,Yes,Yes,100.0,54.69,At-Risk
100.0,0.0,0,53.1,Secondary,Low,No,Yes,73.61,55.5,At-Risk
46.9,9.73,4,52.85,Higher,Low,Yes,Yes,90.98,57.48,At-Risk
100.0,4.93,2,88.72,Higher,Medium,Yes,Yes,96.09,85.57,Safe
53.03,4.14,0,70.6,Higher,Low,Yes,Yes,70.85,48.88,High-Risk
73.8,5.33,1,61.43,Secondary,Low,No,Yes,92.69,58.59,At-Risk
60.82,7.43,1,50.23,Higher,High,No,Yes,70.81,73.24,At-Risk
65.58,11.1,1,69.46,none,Low,No,Yes,72.48,76.44,At-Risk
100.0,,3,85.87,Secondary,Low,No,Yes,60.07,81.88,Safe
63.43,4.74,3,0.0,Higher,Medium,No,Yes,32.37,17.52,High-Risk
,7.51,1,39.51,Higher,Medium,No,Yes,76.84,69.68,At-Risk
69.11,5.74,2,100.0,Primary,Medium,No,Yes,83.5,60.39,At-Risk
